Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Maruti Swift Dzire,2011,2.65,6.56,90000,Diesel,Individual,Manual,3
Maruti A-Star Vxi,2010,1.3,5.72,162000,Petrol,Individual,Manual,1
Maruti Ertiga VDI,2013,4.8,9.82,110000,Diesel,Individual,Manual,2
Maruti Swift Ldi,2008,1.7,7.28,120000,Diesel,Individual,Manual,2
Nissan Micra Diesel,2011,2.75,5.4,45000,Diesel,Individual,Manual,0
Maruti Wagon R,2005,0.89,4.07,90000,Petrol,Individual,Manual,1
Ford Figo Diesel,2010,1.7,5.93,90000,Diesel,Individual,Manual,1
Mahindra XUV300 W8,2019,10.9,9.02,16500,Petrol,Dealer,Manual,0
Hyundai Creta 1.6,2017,11.0,11.88,67000,Diesel,Individual,Automatic,0
Maruti Swift VXI,2018,6.1,6.46,52000,Petrol,Dealer,Manual,0
Datsun GO T,2016,3.35,3.87,40000,Petrol,Dealer,Manual,0
Hyundai Grand i10,2015,4.35,5.5,40000,Petrol,Dealer,Manual,0
Toyota Fortuner 2.8,2018,30.0,29.98,35000,Diesel,Individual,Manual,0
Renault KWID RXL,2018,3.9,3.82,13000,Petrol,Dealer,Manual,0
Honda Brio 1.2,2012,3.25,5.06,40000,Petrol,Dealer,Manual,0
Volkswagen Ameo 1.2,2019,6.4,9.9,10000,Petrol,Dealer,Manual,0
Nissan Sunny XV,2012,4.5,8.72,9000,Petrol,Dealer,Manual,0
Toyota Etios Liva,2013,4.0,7.42,70000,Diesel,Dealer,Manual,1
Hyundai i10 Sportz,2009,2.15,4.98,60000,Petrol,Dealer,Manual,0
Renault Duster 85PS,2014,5.7,9.42,40000,Diesel,Dealer,Manual,0
Mahindra XUV500 W8,2012,6.8,12.92,93000,Diesel,Dealer,Manual,0
Toyota Innova 2.5,2008,3.25,13.56,80000,Diesel,Individual,Manual,3
Tata Indigo CS,2011,1.5,5.88,50000,Petrol,Individual,Manual,1
Hyundai Elantra SX,2013,6.9,17.5,68000,Petrol,Dealer,Automatic,0
Mercedes-Benz New C-Class,2013,15.5,62.4,25000,Diesel,Individual,Automatic,0
Tata Nano STD,2012,0.64,2.4,18000,Petrol,Dealer,Manual,0
Nissan Micra Diesel,2013,2.5,5.58,120000,Diesel,Individual,Manual,0
Maruti Wagon R,2005,0.65,4.07,35000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,5.5,6.49,60000,Diesel,Individual,Manual,1
Hyundai i10 Magna,2010,1.4,5.03,70000,Petrol,Individual,Manual,3
Renault KWID RXT,2016,3.0,3.42,30000,Petrol,Individual,Manual,0
Volkswagen GTI 1.8,2016,8.0,9.7,70000,Petrol,Individual,Automatic,0
Jaguar XE 2016-2019,2017,26.25,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Hyundai i10 Magna,2010,1.5,5.03,106000,Petrol,Individual,Manual,2
Toyota Etios Liva,2012,2.65,6.9,162000,Diesel,Individual,Manual,2
Honda CR-V 2.4L,2009,5.0,28.0,120000,Petrol,Individual,Automatic,1
Maruti Swift Dzire,2015,4.8,6.49,90000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2014,5.35,10.04,70000,Diesel,Individual,Manual,2
Toyota Innova 2.5,2005,2.5,15.75,240000,Diesel,Individual,Manual,2
Maruti SX4 Celebration,2012,3.0,9.16,100000,Diesel,Individual,Manual,1
Hyundai Verna XXi,2009,3.4,9.77,214000,Petrol,Individual,Manual,1
Hyundai Verna CRDi,2009,3.4,9.11,214000,Diesel,Individual,Manual,1
Maruti Alto 800,2016,2.4,3.92,50000,Petrol,Individual,Manual,0
Honda City i-VTEC,2018,10.85,12.54,1000,Petrol,Individual,Automatic,0
Maruti Swift Dzire,2017,7.5,6.71,19000,Diesel,Individual,Automatic,0
Tata Indigo LS,2012,0.95,6.06,265000,Diesel,Individual,Manual,1
Maruti Eeco CNG,2020,4.1,4.5,35000,CNG,Individual,Manual,0
Maruti Alto K10,2014,2.15,4.15,80000,Petrol,Individual,Manual,1
Mahindra XUV500 AT,2016,12.9,13.35,50000,Diesel,Individual,Automatic,0
Maruti Alto K10,2010,1.5,3.59,80000,Petrol,Individual,Manual,0
Hyundai EON Sportz,2013,2.19,7.44,50000,Petrol,Individual,Manual,1
Tata Tiago 1.2,2018,3.25,5.78,100000,Petrol,Individual,Manual,0
Maruti Eeco Smiles,2013,2.6,4.25,120000,Petrol,Individual,Manual,1
Jaguar XE 2016-2019,2017,26.25,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Honda Amaze S,2019,7.0,5.92,40000,Diesel,Individual,Automatic,0
Hyundai Creta 1.4,2017,9.5,11.4,45000,Diesel,Individual,Manual,0
Maruti Alto LXi,2010,1.6,3.53,80000,Petrol,Individual,Manual,1
Hyundai Xcent 1.1,2015,4.1,6.17,135000,Diesel,Individual,Manual,1
Toyota Innova 2.5,2015,8.4,13.12,120000,Diesel,Individual,Manual,1
Toyota Etios Liva,2013,4.5,7.05,67000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,9.0,7.79,50000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2008,5.7,13.56,134000,Diesel,Individual,Manual,1
Nissan Micra Diesel,2011,2.55,5.4,110000,Diesel,Individual,Manual,1
Maruti 800 AC,2009,1.3,2.5,40000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2013,5.3,6.49,120000,Diesel,Individual,Manual,1
Volkswagen Polo 1.5,2015,5.2,6.4,110000,Diesel,Individual,Manual,1
Mahindra Verito 1.5,2011,2.3,8.37,170000,Diesel,Individual,Manual,1
Maruti 800 AC,2004,0.81,2.5,80000,Petrol,Individual,Manual,1
Maruti Swift VDI,2016,6.0,7.21,47000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2015,4.1,6.43,93000,Petrol,Individual,Manual,0
Maruti 800 Std,2010,1.2,2.73,70000,Petrol,Individual,Manual,1
Maruti Celerio VXI,2014,3.2,5.1,50000,Petrol,Individual,Manual,0
Ford Figo Diesel,2015,2.92,5.57,70000,Diesel,Individual,Manual,0
Tata Safari DICOR,2012,3.9,16.57,80000,Diesel,Individual,Manual,0
Ford Figo 1.2P,2016,5.5,6.47,44000,Petrol,Individual,Manual,0
Maruti Celerio ZXI,2014,3.85,4.64,25000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2016,8.0,11.52,25000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2019,6.75,7.5,10000,Petrol,Individual,Manual,0
Tata Hexa XT,2018,15.25,6.44,50000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2018,9.5,8.59,30000,Diesel,Individual,Manual,0
Hyundai i20 Active,2015,6.1,8.19,50000,Diesel,Individual,Manual,1
Hyundai i20 Asta,2012,5.25,7.64,120000,Diesel,Individual,Manual,0
Honda Amaze S,2019,7.0,5.92,40000,Diesel,Individual,Automatic,0
Mahindra Bolero 2011-2019,2015,3.75,8.66,80000,Diesel,Individual,Manual,0
Nissan Terrano XL,2015,5.8,10.0,90000,Diesel,Individual,Manual,0
Maruti Swift VXI,2015,4.35,7.14,50000,Petrol,Individual,Manual,1
Datsun RediGO 1.0,2020,3.5,3.75,2136,Petrol,Individual,Manual,0
Toyota Innova 2.5,2012,7.3,13.12,250000,Diesel,Individual,Manual,0
Hyundai i20 Magna,2015,6.0,8.19,35000,Petrol,Individual,Manual,0
Toyota Innova 2.5,2015,10.5,14.73,120000,Diesel,Individual,Manual,0
Maruti Baleno Alpha,2017,7.35,6.85,70000,Diesel,Individual,Manual,0
Renault Duster 110PS,2018,10.5,8.24,18000,Diesel,Dealer,Manual,0
Chevrolet Enjoy 1.3,2016,4.2,5.76,110000,Diesel,Individual,Manual,1
Maruti SX4 S,2017,8.0,9.83,60000,Diesel,Individual,Manual,0
Toyota Fortuner 4x2,2015,20.0,29.98,60000,Diesel,Individual,Automatic,0
Maruti Swift Dzire,2016,6.0,6.49,147000,Diesel,Individual,Manual,1
Toyota Fortuner 4x2,2015,19.0,29.98,130000,Diesel,Individual,Automatic,0
Chevrolet Captiva LT,2011,5.0,5.7,99500,Diesel,Individual,Manual,2
Tata Indica Vista,2011,2.0,3.96,110000,Diesel,Individual,Manual,1
Nissan Micra Active,2016,3.7,5.82,35000,Petrol,Individual,Manual,0
Hyundai Verna Transform,2010,2.6,8.74,110000,Diesel,Individual,Manual,1
Mahindra KUV 100,2016,2.8,6.59,100000,Diesel,Individual,Manual,0
Maruti Ertiga VXI,2014,6.1,10.36,21000,Petrol,Individual,Manual,0
Ford Fiesta Titanium,2013,3.0,8.37,60000,Diesel,Individual,Manual,1
Tata Indigo CS,2010,1.4,5.58,40000,Diesel,Individual,Manual,0
Hyundai i10 Magna,2008,2.3,4.89,50000,Petrol,Individual,Manual,0
Maruti A-Star Vxi,2010,2.0,5.72,65000,Petrol,Individual,Manual,1
Maruti Wagon R,2011,2.0,3.78,80000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2015,5.6,8.56,119000,Diesel,Individual,Manual,0
Maruti Ertiga SHVS,2016,7.5,10.25,80000,Diesel,Individual,Manual,0
Maruti Swift VDI,2017,5.85,6.94,90000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2016,7.6,8.74,20000,Petrol,Individual,Manual,0
Maruti Swift VDI,2014,4.3,6.94,80000,Diesel,Individual,Manual,1
Mahindra KUV 100,2020,4.8,6.59,44665,Diesel,Individual,Manual,0
Kia Seltos HTE,2019,6.43,10.35,10000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2018,5.0,6.04,60000,Petrol,Individual,Manual,0
Honda Brio 1.2,2016,4.25,5.11,22000,Petrol,Individual,Manual,0
Maruti Alto 800,2014,2.5,3.74,25000,Petrol,Individual,Manual,0
Maruti Celerio LDi,2016,2.85,4.74,70000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2008,1.6,6.49,123000,Petrol,Individual,Manual,2
Volkswagen Vento Diesel,2011,2.5,10.2,70000,Diesel,Individual,Manual,1
Chevrolet Beat LS,2013,1.7,4.23,70000,Petrol,Individual,Manual,1
Toyota Etios Liva,2013,4.1,7.42,45000,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,4.0,5.22,40000,Petrol,Individual,Automatic,0
Maruti Swift Dzire,2019,7.0,6.49,30000,Diesel,Individual,Manual,0
Honda Civic 1.8,2007,3.5,17.76,90000,Petrol,Individual,Automatic,0
Maruti Ertiga BSIV,2016,6.6,11.55,34000,Petrol,Individual,Manual,1
Maruti Alto 800,2017,2.68,3.92,25000,Petrol,Individual,Manual,0
Maruti Alto 800,2016,2.7,3.92,50000,Petrol,Individual,Manual,0
Chevrolet Beat Diesel,2013,3.0,4.09,50000,Diesel,Individual,Manual,0
Tata Tiago 1.2,2017,4.5,5.45,90000,Petrol,Individual,Manual,0
Chevrolet Beat Diesel,2012,2.2,4.09,70000,Diesel,Individual,Manual,1
Tata New Safari,2009,2.5,6.51,146000,Diesel,Individual,Manual,1
Ford Figo Petrol,2012,3.0,6.11,85000,Petrol,Individual,Manual,1
Tata Indica V2,2009,0.88,4.04,201850,Diesel,Individual,Manual,1
Maruti Swift Dzire,2016,5.61,6.49,30000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2018,7.55,6.49,15000,Diesel,Individual,Manual,0
Datsun RediGO S,2017,2.35,3.75,25000,Petrol,Individual,Manual,0
Maruti Alto K10,2011,1.65,3.59,90000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2008,1.9,6.63,80000,Diesel,Individual,Manual,1
Tata Indica V2,2011,1.1,4.16,50000,Diesel,Individual,Manual,0
Mahindra Bolero 2011-2019,2012,3.2,9.58,80000,Diesel,Individual,Manual,1
Maruti Swift VDI,2010,3.3,6.94,110000,Diesel,Individual,Manual,1
Hyundai i20 Asta,2016,5.4,7.18,38000,Petrol,Individual,Manual,0
Hyundai EON Era,2013,1.8,7.92,60000,Petrol,Individual,Manual,0
Maruti Eeco 7,2016,2.7,3.75,100000,Petrol,Individual,Manual,2
Maruti Swift Dzire,2012,4.5,7.14,30000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,4.5,7.64,30000,Petrol,Individual,Manual,0
Chevrolet Beat LT,2015,2.0,4.23,50000,Petrol,Individual,Manual,0
Tata Tiago 1.2,2017,4.25,5.45,42000,Petrol,Individual,Manual,0
Chevrolet Sail 1.2,2016,4.0,5.76,30000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,1.25,3.53,60000,Petrol,Individual,Manual,2
Jeep Compass 2.0,2018,16.0,17.08,14000,Diesel,Individual,Manual,0
Honda City i,2015,9.0,12.08,22000,Petrol,Individual,Manual,0
Volkswagen Vento Diesel,2012,4.5,11.3,90000,Diesel,Individual,Manual,0
Maruti Alto K10,2011,2.1,4.23,46000,Petrol,Individual,Manual,0
Hyundai i20 1.2,2018,8.01,7.18,20000,Petrol,Individual,Manual,0
Tata Venture EX,2014,3.17,7.07,15000,Diesel,Individual,Manual,0
Maruti Ertiga VXI,2015,6.0,10.36,40000,Petrol,Individual,Manual,1
Hyundai i20 Magna,2014,3.3,7.64,30000,Petrol,Individual,Manual,1
Hyundai EON Magna,2017,3.2,8.0,15000,Petrol,Individual,Manual,1
Maruti Estilo LXI,2010,1.6,5.06,50000,Petrol,Individual,Manual,0
Hyundai Getz GLX,2007,1.2,7.84,110000,Petrol,Individual,Manual,1
Maruti Alto LXi,2009,1.3,3.56,70000,Petrol,Individual,Manual,1
Chevrolet Sail 1.2,2015,2.2,5.82,80000,Petrol,Individual,Manual,0
Maruti Swift VDI,2008,2.3,6.94,50000,Diesel,Individual,Manual,2
Tata Zest Revotron,2015,3.4,7.42,110000,Petrol,Individual,Manual,0
Ford Classic 1.4,2013,2.0,8.46,70000,Diesel,Individual,Manual,1
Maruti Alto LXI,2002,1.4,3.74,50000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2013,10.0,15.45,190000,Diesel,Individual,Manual,0
Mahindra Bolero SLX,2010,4.95,8.57,100000,Diesel,Individual,Manual,1
Maruti Alto 800,2015,2.36,3.74,60000,Petrol,Individual,Manual,0
Maruti Wagon R,2015,3.9,3.74,40000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2009,2.75,7.43,90000,Diesel,Individual,Manual,1
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2017,7.75,9.04,32000,Diesel,Dealer,Manual,0
Toyota Innova Crysta,2016,18.0,15.28,30000,Diesel,Individual,Automatic,0
Hyundai Creta 1.6,2016,8.5,11.52,58000,Diesel,Individual,Manual,0
Maruti Vitara Brezza,2018,7.5,10.42,5000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2018,5.7,8.19,25000,Petrol,Individual,Manual,0
Hyundai Grand i10,2018,5.8,5.55,32000,Petrol,Individual,Manual,0
Honda Jazz 1.2,2016,4.85,7.8,30000,Petrol,Individual,Manual,0
Honda BR-V i-VTEC,2017,7.0,9.9,43000,Petrol,Dealer,Manual,0
Hyundai Verna S,2012,4.15,8.65,60000,Petrol,Dealer,Manual,0
Nissan Micra XV,2015,3.25,6.54,50000,Petrol,Individual,Automatic,0
Ford Figo Aspire,2018,5.5,5.93,14200,Petrol,Individual,Manual,0
Hyundai EON Sportz,2017,3.0,7.44,10000,Petrol,Individual,Manual,0
Datsun RediGO T,2018,2.17,3.54,25000,Petrol,Individual,Manual,0
Ford Freestyle Titanium,2018,7.0,7.77,19100,Petrol,Individual,Manual,0
Hyundai Santro Sportz,2019,4.66,4.85,25000,Petrol,Individual,Automatic,3
Ford EcoSport 1.5,2014,4.85,10.21,54000,Diesel,Dealer,Manual,0
Nissan Sunny XL,2018,6.7,7.92,35000,Diesel,Individual,Manual,0
Hyundai Grand i10,2018,5.0,5.55,20000,Petrol,Individual,Manual,1
Maruti SX4 S,2016,6.75,9.83,52000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2011,2.2,8.35,120000,Diesel,Individual,Manual,1
Jeep Compass 2.0,2017,16.5,16.72,50000,Diesel,Individual,Manual,0
Maruti Ertiga ZDI,2013,6.3,11.76,120000,Diesel,Individual,Manual,1
Tata Manza Aura,2010,2.5,6.24,90000,Diesel,Individual,Manual,1
Maruti Wagon R,2004,1.2,4.07,120000,Petrol,Individual,Manual,2
Skoda Rapid 1.5,2015,3.0,10.77,101500,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2013,5.25,9.11,75000,Diesel,Individual,Automatic,0
Maruti Alto K10,2011,2.05,3.59,97500,Petrol,Individual,Manual,0
Maruti Alto K10,2011,2.05,3.59,97500,Petrol,Individual,Manual,0
Mahindra Scorpio 1.99,2016,11.0,12.31,100000,Diesel,Individual,Manual,0
Renault Duster 110PS,2012,4.8,8.24,55735,Diesel,Individual,Manual,1
Mahindra XUV500 W4,2014,6.05,14.93,80000,Diesel,Individual,Manual,1
Maruti Alto 800,2016,2.5,3.31,50000,Petrol,Individual,Manual,1
Ford Figo Diesel,2013,2.45,5.69,70000,Diesel,Individual,Manual,1
Hyundai i10 Magna,2012,2.1,4.79,76000,Petrol,Individual,Manual,3
Maruti Swift Dzire,2020,7.3,7.5,1500,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2012,5.0,8.66,76000,Diesel,Individual,Manual,0
Maruti Wagon R,2015,4.0,3.74,40000,Petrol,Individual,Manual,0
Hyundai EON Magna,2015,2.8,8.0,60000,Petrol,Individual,Manual,1
Toyota Innova 2.5,2009,5.61,15.02,170000,Diesel,Individual,Manual,2
Mitsubishi Pajero Sport,2013,9.5,15.6,181491,Diesel,Dealer,Manual,0
Chevrolet Beat Diesel,2016,3.75,4.86,53319,Diesel,Dealer,Manual,0
Volkswagen Ameo 1.5,2017,7.0,9.4,40906,Diesel,Dealer,Manual,0
Toyota Etios VX,2012,3.75,8.1,31711,Petrol,Dealer,Manual,1
Hyundai EON Era,2012,2.7,7.92,43755,Petrol,Dealer,Manual,1
Renault KWID RXT,2016,3.0,3.42,66693,Petrol,Dealer,Manual,0
Maruti Zen Estilo,2010,2.25,3.43,59549,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2015,13.5,15.45,94385,Diesel,Dealer,Manual,0
Maruti Zen Estilo,2010,2.0,3.5,73730,Petrol,Dealer,Manual,0
Hyundai Verna 1.6,2011,4.0,8.56,221889,Diesel,Dealer,Manual,0
Honda Amaze VX,2013,5.0,5.92,116104,Diesel,Dealer,Manual,0
Maruti Swift VXI,2015,5.0,6.46,150546,Petrol,Dealer,Manual,0
Toyota Fortuner 2.8,2013,15.0,27.28,148120,Diesel,Dealer,Manual,0
Ford Ecosport 1.5,2015,5.55,9.16,20000,Petrol,Individual,Manual,1
Hyundai Grand i10,2018,5.8,5.61,30000,Petrol,Individual,Automatic,0
Tata Aria Pride,2011,3.37,6.79,142000,Diesel,Individual,Manual,2
Tata Sumo CX,2011,1.75,7.07,20000,Diesel,Individual,Manual,0
Tata Manza Aura,2009,1.8,6.24,120000,Diesel,Individual,Manual,1
Hyundai i10 Sportz,2011,2.0,4.46,80000,Petrol,Individual,Manual,0
Tata Indigo CS,2016,2.6,5.88,60000,Diesel,Individual,Manual,0
Renault KWID 1.0,2016,3.5,3.42,25000,Petrol,Individual,Manual,0
Mahindra Bolero SLX,2011,4.1,8.57,50000,Diesel,Individual,Manual,1
Mahindra TUV 300,2017,6.55,9.2,126000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2015,3.7,7.64,170000,Diesel,Individual,Manual,0
Maruti Alto 800,2013,2.0,3.74,24000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2017,8.0,10.9,100000,Diesel,Individual,Manual,1
Tata Tiago NRG,2019,5.5,5.56,10000,Petrol,Individual,Manual,0
Ford Figo Diesel,2012,3.0,5.93,70000,Diesel,Individual,Manual,1
Maruti Omni E,2017,2.2,2.8,40000,Petrol,Individual,Manual,0
Maruti Wagon R,2011,1.96,4.23,110000,Petrol,Individual,Manual,0
Hyundai i10 Era,2008,1.35,4.61,80000,Petrol,Individual,Manual,1
Tata Bolt Revotron,2015,2.99,6.76,16500,Petrol,Individual,Manual,0
Maruti Alto K10,2017,3.0,4.15,30000,Petrol,Individual,Manual,0
Maruti Ertiga SHVS,2017,7.2,10.25,80000,Diesel,Individual,Manual,0
Tata Safari Storme,2016,6.5,16.11,50000,Diesel,Individual,Manual,2
Maruti Alto K10,2016,3.0,4.15,25000,Petrol,Individual,Manual,0
Hyundai Grand i10,2019,7.5,5.5,20000,Diesel,Individual,Manual,0
Renault KWID RXT,2016,2.6,3.42,60000,Petrol,Individual,Manual,0
Maruti Swift VDI,2011,3.0,6.6,70000,Diesel,Individual,Manual,1
Mahindra Bolero 2011-2019,2014,6.0,8.66,50000,Diesel,Individual,Manual,1
Honda Accord V6,2004,2.75,10.0,100000,Petrol,Individual,Automatic,1
Maruti Alto K10,2015,2.5,4.15,52000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,4.2,6.49,80000,Diesel,Individual,Manual,0
Hyundai EON Era,2015,2.35,7.92,50000,Petrol,Individual,Manual,0
Mahindra Scorpio S10,2016,11.0,13.3,60000,Diesel,Individual,Manual,0
Maruti Alto K10,2019,3.6,4.15,25000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,3.8,5.61,50000,Diesel,Individual,Manual,1
Ford EcoSport 1.5,2016,6.5,9.92,125000,Diesel,Individual,Manual,0
Maruti Wagon R,2016,3.5,3.74,80000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2017,7.0,8.47,70000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2010,2.7,7.72,90000,Diesel,Individual,Manual,2
Tata Bolt Quadrajet,2017,4.5,7.09,50000,Diesel,Individual,Manual,0
Mahindra Thar CRDe,2016,6.3,13.22,101000,Diesel,Individual,Manual,0
Mahindra Xylo E4,2010,2.3,11.11,168000,Diesel,Individual,Manual,0
Mahindra Xylo E4,2010,2.3,11.11,168000,Diesel,Individual,Manual,0
Maruti Wagon R,2011,2.7,3.74,40000,Petrol,Individual,Manual,0
Tata Indica Vista,2009,1.35,4.04,28900,Petrol,Individual,Manual,1
Maruti Wagon R,2012,2.75,3.74,20000,Petrol,Individual,Manual,0
Jaguar XE 2016-2019,2017,26.25,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
Toyota Camry 2.5,2016,20.0,39.88,68089,Petrol,Dealer,Automatic,0
Maruti Wagon R,2013,2.25,4.07,58343,Petrol,Dealer,Manual,0
Maruti Baleno Alpha,2018,7.4,6.85,38817,Diesel,Dealer,Manual,0
Honda Jazz VX,2016,5.5,7.88,56494,Petrol,Dealer,Manual,0
Toyota Innova 2.5,2013,7.5,14.73,79328,Diesel,Dealer,Manual,1
Maruti Swift AMT,2019,6.5,6.18,5621,Petrol,Dealer,Automatic,0
Toyota Etios VX,2017,6.25,8.1,25538,Petrol,Dealer,Manual,0
Maruti Swift AMT,2018,6.0,6.32,69779,Petrol,Dealer,Automatic,0
Hyundai Grand i10,2017,4.5,5.83,56290,Diesel,Dealer,Manual,0
BMW X4 M,2019,54.0,49.5,7500,Diesel,Dealer,Automatic,0
BMW X4 M,2019,55.0,49.5,8500,Diesel,Dealer,Automatic,0
Honda Amaze V,2019,7.79,6.96,7032,Petrol,Dealer,Automatic,0
Skoda Rapid 1.6,2016,6.45,10.99,11000,Petrol,Dealer,Automatic,0
Volvo V40 D3,2018,24.75,45.45,2000,Diesel,Dealer,Automatic,0
Mahindra TUV 300,2015,6.34,9.2,165000,Diesel,Individual,Manual,0
Maruti A-Star Zxi,2012,2.35,5.94,98500,Petrol,Individual,Manual,1
Hyundai i10 Asta,2008,2.75,4.65,98000,Petrol,Individual,Manual,2
Mahindra Thar CRDe,2014,7.0,13.22,40000,Diesel,Individual,Manual,1
Fiat Grande Punto,2013,4.0,6.06,90000,Diesel,Individual,Manual,0
Maruti Alto LXi,2012,2.15,3.56,90000,Petrol,Individual,Manual,2
Hyundai Getz 1.5,2009,1.5,7.2,110000,Diesel,Individual,Manual,1
Maruti S-Cross 2017-2020,2018,9.5,8.61,77800,Diesel,Individual,Manual,0
Mahindra TUV 300,2015,7.3,9.2,100000,Diesel,Individual,Manual,0
Tata Indica V2,2012,1.35,4.36,120000,Diesel,Individual,Manual,1
Hyundai Xcent 1.2,2016,3.5,6.63,80000,Petrol,Individual,Manual,1
Mahindra KUV 100,2018,5.35,6.91,21000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2018,4.55,7.79,100000,Petrol,Individual,Manual,1
